Data,IP Sorgente,IP Destinatario,TCP Sorgente,TCP Destinatario,Host
2024-09-13 10:53:09,216.58.205.42,172.24.46.64,443,37182,Unknown
2024-09-13 10:53:09,172.24.46.64,216.58.205.42,37182,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39084,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39084,443,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:09,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:09,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:10,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:10,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:10,172.24.46.64,20.42.65.93,51228,443,Unknown
2024-09-13 10:53:10,172.24.46.64,20.42.65.93,51228,443,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,172.24.46.64,20.42.65.93,51228,443,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,172.24.46.64,20.42.65.93,51228,443,Unknown
2024-09-13 10:53:10,172.24.46.64,20.42.65.93,51228,443,Unknown
2024-09-13 10:53:10,20.42.65.93,172.24.46.64,443,51228,Unknown
2024-09-13 10:53:10,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:10,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:10,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:10,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:11,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:11,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:11,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:11,104.18.32.47,172.24.46.64,443,39094,Unknown
2024-09-13 10:53:11,172.24.46.64,104.18.32.47,39094,443,Unknown
2024-09-13 10:53:12,172.67.6.3,172.24.46.64,443,51936,Unknown
2024-09-13 10:53:12,172.24.46.64,172.67.6.3,51936,443,Unknown
